2	1.403	2.68
3	5	4.112
1	1.174	8.836
2	1.402	2.679
3	5	4.112
1	1.173	8.835
2	1.402	2.678
3	5	4.111
1	1.171	8.834
2	1.401	2.678
3	5	4.111
1	1.172	8.832
3	5	4.11
2	1.4	2.677
1	1.172	8.83
2	1.399	2.676
3	5	4.11
1	1.173	8.829
2	1.397	2.676
3	5	4.109
1	1.173	8.827
2	1.397	2.677
3	5	4.108
1	1.173	8.825
2	1.396	2.677
3	5	4.109
1	1.175	8.824
2	1.396	2.676
3	5	4.109
1	1.176	8.822
3	5	4.107
2	1.397	2.675
1	1.179	8.821
3	5	4.107
2	1.396	2.675
1	1.179	8.819
3	5	4.107
2	1.395	2.674
1	1.179	8.818
2	1.395	2.673
3	5	4.104
1	1.182	8.819
2	1.395	2.672
3	5	4.104
1	1.183	8.82
3	5	4.105
2	1.394	2.673
1	1.185	8.82
3	5	4.106
2	1.393	2.673
1	1.185	8.821
3	5	4.105
2	1.392	2.671
1	1.185	8.821
2	1.391	2.671
3	5	4.104
1	1.186	8.822
2	1.391	2.671
3	5	4.105
1	1.189	8.823
2	1.391	2.673
3	5	4.107
1	1.189	8.823
2	1.389	2.673
3	5	4.107
1	1.188	8.823
2	1.388	2.673
3	5	4.109
1	1.188	8.823
2	1.386	2.673
3	5	4.108
1	1.19	8.823
2	1.389	2.674
3	5	4.109
1	1.19	8.824
2	1.391	2.673
3	5	4.109
1	1.19	8.823
2	1.392	2.672
3	5	4.11
1	1.192	8.823
3	5	4.106
2	1.392	2.671
1	1.195	8.824
2	1.393	2.672
3	5	4.105
1	1.197	8.824
2	1.392	2.672
3	5	4.104
1	1.195	8.821
2	1.392	2.672
3	5	4.104
1	1.196	8.821
2	1.393	2.672
3	5	4.104
1	1.197	8.822
3	5	4.105
2	1.393	2.674
1	1.197	8.823
2	1.393	2.673
3	5	4.104
1	1.197	8.825
3	5	4.105
2	1.394	2.674
1	1.196	8.828
3	5	4.107
2	1.396	2.676
1	1.196	8.831
3	5	4.108
2	1.399	2.677
1	1.197	8.832
3	5	4.109
2	1.401	2.679
1	1.197	8.834
2	1.402	2.68
3	5	4.11
1	1.194	8.835
2	1.402	2.68
3	5	4.11
1	1.194	8.837
2	1.403	2.679
3	5	4.112
1	1.193	8.839
2	1.404	2.678
3	5	4.113
1	1.195	8.842
2	1.405	2.678
3	5	4.113
2	1.405	2.679
1	1.196	8.845
3	5	4.116
1	1.195	8.846
2	1.406	2.681
3	5	4.117
1	1.193	8.847
3	5	4.116
2	1.408	2.68
1	1.191	8.847
2	1.409	2.681
3	5	4.115
1	1.19	8.847
2	1.41	2.682
3	5	4.116
1	1.189	8.847
2	1.411	2.682
3	5	4.118
1	1.188	8.846
3	5	4.118
2	1.411	2.682
1	1.184	8.846
3	5	4.117
2	1.411	2.681
1	1.183	8.846
2	1.411	2.68
3	5	4.116
1	1.182	8.846
2	1.412	2.681
3	5	4.116
1	1.179	8.847
3	5	4.117
2	1.412	2.681
1	1.176	8.847
3	5	4.116
2	1.406	2.681
1	1.174	8.847
3	5	4.114
2	1.409	2.688
1	1.173	8.849
3	5	4.114
2	1.414	2.698
1	1.169	8.848
2	1.418	2.715
3	5	4.115
1	1.165	8.847
2	1.457	2.752
3	5	4.116
1	1.161	8.846
3	5	4.117
2	1.462	2.778
1	1.163	8.845
2	1.465	2.808
3	5	4.118
2	1.465	2.808
1	1.163	8.845
3	5	4.118
1	1.161	8.844
2	1.469	2.849
3	5	4.118
2	1.471	2.891
1	1.162	8.844
3	5	4.119
2	1.468	2.935
3	5	4.119
1	1.162	8.843
1	1.164	8.842
2	1.464	2.981
3	5	4.118
1	1.163	8.841
2	1.458	3.03
3	5	4.118
1	1.16	8.84
2	1.456	3.086
3	5	4.118
1	1.159	8.839
2	1.453	3.146
3	5	4.118
1	1.163	8.838
3	5	4.118
2	1.452	3.209
1	1.163	8.837
3	5	4.116
2	1.451	3.276
1	1.162	8.836
3	5	4.116
2	1.449	3.347
1	1.161	8.834
2	1.447	3.421
3	5	4.115
1	1.161	8.832
2	1.442	3.5
3	5	4.115
1	1.16	8.831
2	1.436	3.581
3	5	4.114
1	1.161	8.831
2	1.423	3.668
3	5	4.116
2	1.412	3.759
1	1.16	8.832
3	5	4.116
1	1.16	8.834
3	5	4.115
2	1.399	3.852
1	1.159	8.832
2	1.386	3.952
3	5	4.115
1	1.158	8.83
2	1.374	4.054
3	5	4.115
1	1.16	8.829
2	1.358	4.163
3	5	4.114
1	1.163	8.829
2	1.342	4.274
3	5	4.114
1	1.165	8.829
2	1.325	4.39
3	5	4.114
1	1.17	8.828
2	1.307	4.508
3	5	4.114
1	1.174	8.83
2	1.293	4.629
3	5	4.114
1	1.177	8.832
2	1.269	4.752
3	5	4.112
1	1.181	8.833
2	1.242	4.875
3	5	4.112
1	1.185	8.837
3	5	4.112
2	1.216	4.991
1	1.195	8.848
2	1.15	5.092
3	5	4.11
1	1.203	8.858
2	1.122	5.211
3	5	4.108
2	1.096	5.328
1	1.217	8.886
3	5	4.108
1	1.227	8.907
3	5	4.108
2	1.083	5.385
1	1.236	8.92
2	1.057	5.497
3	5	4.108
1	1.24	8.922
2	1.031	5.607
3	5	4.108
1	1.241	8.923
3	5	4.108
2	1.01	5.719
1	1.239	8.915
2	0.997	5.831
3	5	4.109
1	1.237	8.907
2	0.984	5.95
3	5	4.108
1	1.237	8.9
2	0.967	6.063
3	5	4.108
1	1.236	8.892
3	5	4.107
2	0.946	6.216
1	1.231	8.885
3	5	4.108
2	0.934	6.4
1	1.228	8.878
3	5	4.107
2	0.917	6.548
1	1.227	8.872
2	0.903	6.672
3	5	4.107
1	1.227	8.868
2	0.89	6.794
3	5	4.108
1	1.228	8.867
2	0.881	6.91
3	5	4.108
1	1.239	8.892
2	0.877	7.025
3	5	4.108
1	1.239	8.894
2	0.88	7.139
3	5	4.106
1	1.245	8.902
2	0.884	7.25
3	5	4.105
1	1.247	8.91
2	0.891	7.361
3	5	4.105
1	1.247	8.903
2	0.9	7.466
3	5	4.105
1	1.254	8.916
3	5	4.105
2	0.909	7.571
1	1.261	8.928
3	5	4.105
2	0.925	7.668
2	0.939	7.764
1	1.267	8.934
3	5	4.104
1	1.274	8.932
2	0.956	7.853
3	5	4.103
1	1.271	8.934
3	5	4.102
2	0.979	7.94
1	1.271	8.935
2	1.002	8.023
3	5	4.102
1	1.285	8.947
2	1.025	8.098
3	5	4.103
1	1.309	8.96
2	1.054	8.165
3	5	4.103
1	1.331	8.972
2	1.087	8.233
3	5	4.105
1	1.35	8.981
2	1.12	8.291
3	5	4.107
1	1.375	8.993
2	1.153	8.342
3	5	4.109
1	1.397	8.995
2	1.187	8.391
3	5	4.108
1	1.428	8.996
2	1.226	8.434
3	5	4.108
1	1.467	9.003
3	5	4.108
2	1.271	8.468
1	1.52	9.023
2	1.318	8.499
3	5	4.106
2	1.368	8.528
1	1.58	9.043
3	5	4.106
1	1.647	9.07
2	1.415	8.549
3	5	4.106
1	1.724	9.095
2	1.467	8.562
3	5	4.107
1	1.803	9.12
3	5	4.108
2	1.525	8.571
1	1.886	9.14
2	1.587	8.531
3	5	4.109
1	1.97	9.161
3	5	4.108
2	1.64	8.454
1	2.057	9.18
2	1.702	8.409
3	5	4.108
1	2.151	9.195
3	5	4.107
2	1.761	8.385
1	2.246	9.198
2	1.822	8.359
3	5	4.108
1	2.34	9.199
2	1.885	8.334
3	5	4.109
1	2.432	9.168
3	5	4.11
2	1.946	8.307
1	2.537	9.152
2	2.008	8.272
3	5	4.111
1	2.638	9.123
2	2.066	8.236
3	5	4.112
1	2.743	9.091
2	2.124	8.196
3	5	4.113
1	2.851	9.072
2	2.183	8.154
3	5	4.113
1	2.955	9.023
2	2.243	8.106
3	5	4.113
1	3.053	8.97
2	2.299	8.057
3	5	4.113
1	3.152	8.917
2	2.358	8.004
3	5	4.113
1	3.251	8.872
2	2.417	7.951
3	5	4.113
1	3.36	8.815
2	2.469	7.893
3	5	4.113
1	3.467	8.757
2	2.522	7.831
3	5	4.114
1	3.562	8.683
2	2.58	7.767
3	5	4.114
1	3.641	8.601
2	2.634	7.706
3	5	4.116
1	3.722	8.516
3	5	4.115
2	2.688	7.64
1	3.803	8.422
2	2.745	7.574
3	5	4.115
1	3.878	8.319
2	2.804	7.505
3	5	4.115
1	3.945	8.211
2	2.858	7.432
3	5	4.117
1	4.008	8.097
2	2.909	7.358
3	5	4.116
1	4.063	7.984
2	2.959	7.285
3	5	4.116
1	4.112	7.867
2	3.002	7.212
3	5	4.116
1	4.154	7.749
2	3.04	7.133
3	5	4.115
1	4.194	7.628
3	5	4.116
2	3.077	7.054
1	4.222	7.506
2	3.11	6.969
3	5	4.115
1	4.25	7.381
2	3.135	6.886
3	5	4.115
1	4.274	7.257
2	3.164	6.807
3	5	4.115
1	4.298	7.129
2	3.19	6.728
3	5	4.116
1	4.317	6.997
3	5	4.118
2	3.213	6.645
1	4.332	6.865
2	3.234	6.558
3	5	4.118
1	4.347	6.739
2	3.258	6.469
3	5	4.117
1	4.363	6.611
2	3.278	6.377
3	5	4.114
1	4.37	6.482
2	3.296	6.281
3	5	4.112
1	4.377	6.358
2	3.312	6.187
3	5	4.109
1	4.383	6.239
3	5	4.109
2	3.33	6.09
1	4.387	6.118
2	3.343	5.99
3	5	4.109
1	4.392	6.001
2	3.354	5.888
3	5	4.107
1	4.392	5.889
2	3.365	5.783
3	5	4.106
1	4.39	5.779
2	3.375	5.681
3	5	4.107
1	4.394	5.672
2	3.385	5.578
3	5	4.108
1	4.396	5.564
2	3.396	5.473
3	5	4.11
1	4.398	5.458
2	3.409	5.37
3	5	4.11
1	4.402	5.351
2	3.419	5.268
3	5	4.109
1	4.407	5.246
2	3.428	5.166
3	5	4.109
1	4.417	5.145
2	3.436	5.063
3	5	4.108
1	4.426	5.047
2	3.444	4.96
3	5	4.107
1	4.433	4.95
2	3.45	4.858
3	5	4.106
2	3.457	4.759
1	4.439	4.857
3	5	4.106
1	4.449	4.765
2	3.47	4.66
3	5	4.104
1	4.457	4.676
2	3.483	4.562
3	5	4.11
1	4.466	4.59
3	5	4.111
2	3.497	4.464
1	4.475	4.504
3	5	4.11
2	3.514	4.366
1	4.485	4.417
2	3.533	4.27
3	5	4.11
1	4.495	4.331
3	5	4.109
2	3.555	4.177
1	4.506	4.246
2	3.577	4.085
3	5	4.106
1	4.52	4.161
3	5	4.104
2	3.602	3.994
1	4.533	4.075
2	3.623	3.902
3	5	4.101
1	4.548	3.987
2	3.648	3.811
3	5	4.099
1	4.565	3.901
2	3.677	3.721
3	5	4.097
1	4.587	3.814
2	3.707	3.633
3	5	4.097
1	4.604	3.727
2	3.734	3.544
3	5	4.097
1	4.62	3.636
2	3.764	3.457
3	5	4.097
1	4.636	3.55
3	5	4.098
2	3.792	3.371
1	4.652	3.46
3	5	4.1
2	3.821	3.284
1	4.668	3.367
2	3.85	3.198
3	5	4.099
1	4.685	3.28
2	3.882	3.112
3	5	4.1
2	3.915	3.028
3	5	4.102
1	4.701	3.186
1	4.719	3.093
3	5	4.103
2	3.946	2.948
1	4.741	2.997
2	3.979	2.867
3	5	4.103
1	4.759	2.9
2	4.01	2.789
3	5	4.102
1	4.778	2.8
3	5	4.103
2	4.04	2.71
1	4.795	2.698
2	4.07	2.631
3	5	4.103
1	4.811	2.597
2	4.099	2.554
3	5	4.104
1	4.822	2.493
2	4.128	2.478
3	5	4.104
1	4.834	2.39
2	4.159	2.398
3	5	4.105
1	4.847	2.285
2	4.187	2.321
3	5	4.105
1	4.861	2.184
2	4.213	2.244
3	5	4.104
1	4.874	2.077
2	4.233	2.166
3	5	4.103
1	4.888	1.972
2	4.25	2.089
3	5	4.102
1	4.9	1.866
2	4.265	2.012
3	5	4.097
1	4.906	1.757
2	4.275	1.938
3	5	4.096
1	4.909	1.648
2	4.284	1.866
3	5	4.096
1	4.91	1.537
3	5	4.096
2	4.29	1.795
1	4.909	1.429
2	4.29	1.723
3	5	4.096
1	4.902	1.319
3	5	4.099
2	4.288	1.651
1	4.887	1.211
2	4.283	1.58
3	5	4.099
1	4.868	1.11
2	4.272	1.51
3	5	4.1
1	4.838	1.016
2	4.255	1.444
3	5	4.101
1	4.806	0.924
2	4.231	1.381
3	5	4.102
1	4.767	0.831
3	5	4.102
2	4.206	1.316
1	4.726	0.741
2	4.178	1.256
3	5	4.103
1	4.683	0.652
2	4.148	1.2
3	5	4.104
1	4.629	0.572
2	4.115	1.149
3	5	4.106
1	4.572	0.494
2	4.08	1.102
3	5	4.107
1	4.513	0.418
2	4.046	1.059
3	5	4.108
1	4.449	0.341
2	4.01	1.019
3	5	4.106
2	3.973	0.983
1	4.383	0.274
3	5	4.105
1	4.308	0.214
2	3.935	0.948
3	5	4.104
1	4.232	0.159
2	3.894	0.917
3	5	4.104
1	4.155	0.108
2	3.853	0.889
3	5	4.103
1	4.076	0.062
2	3.812	0.867
3	5	4.103
1	3.996	0.023
2	3.773	0.85
3	5	4.103
1	3.913	-0.009
2	3.734	0.838
3	5	4.104
1	3.827	-0.035
2	3.696	0.826
3	5	4.104
1	3.742	-0.059
2	3.651	0.821
3	5	4.104
1	3.656	-0.081
3	5	4.104
2	3.608	0.816
1	3.568	-0.103
3	5	4.105
2	3.566	0.816
1	3.481	-0.12
2	3.525	0.817
3	5	4.106
1	3.393	-0.135
2	3.485	0.822
3	5	4.106
1	3.304	-0.146
2	3.442	0.828
3	5	4.106
1	3.218	-0.152
3	5	4.105
2	3.4	0.836
1	3.133	-0.155
3	5	4.107
2	3.355	0.843
1	3.045	-0.156
2	3.309	0.852
3	5	4.106
1	2.954	-0.156
3	5	4.106
2	3.262	0.858
1	2.865	-0.155
3	5	4.108
2	3.211	0.866
1	2.772	-0.154
2	3.164	0.874
3	5	4.108
1	2.678	-0.159
2	3.119	0.882
3	5	4.109
1	2.592	-0.166
2	3.074	0.885
3	5	4.109
1	2.505	-0.174
2	3.028	0.89
3	5	4.109
1	2.418	-0.178
3	5	4.109
2	2.977	0.895
1	2.329	-0.179
2	2.928	0.9
3	5	4.11
1	2.244	-0.177
2	2.88	0.907
3	5	4.111
1	2.168	-0.181
2	2.831	0.91
3	5	4.111
1	2.092	-0.179
2	2.782	0.913
3	5	4.112
1	2.016	-0.173
2	2.731	0.914
3	5	4.113
1	1.943	-0.166
2	2.674	0.913
3	5	4.114
1	1.865	-0.158
3	5	4.115
2	2.617	0.915
1	1.792	-0.155
2	2.56	0.913
3	5	4.115
1	1.716	-0.15
2	2.505	0.911
3	5	4.116
1	1.641	-0.143
3	5	4.117
2	2.446	0.909
1	1.568	-0.134
2	2.386	0.906
3	5	4.117
1	1.489	-0.12
2	2.322	0.901
3	5	4.118
2	2.258	0.894
1	1.412	-0.107
3	5	4.116
2	2.191	0.886
1	1.335	-0.093
3	5	4.116
1	1.258	-0.08
3	5	4.116
2	2.122	0.878
1	1.179	-0.061
2	2.055	0.871
3	5	4.117
1	1.103	-0.041
2	1.984	0.86
3	5	4.117
1	1.028	-0.02
3	5	4.115
2	1.913	0.85
1	0.955	0.004
3	5	4.115
2	1.84	0.843
1	0.883	0.035
3	5	4.116
2	1.77	0.838
1	0.816	0.065
2	1.701	0.834
3	5	4.117
1	0.752	0.095
2	1.635	0.831
3	5	4.115
1	0.693	0.132
2	1.576	0.831
3	5	4.115
1	0.638	0.171
2	1.518	0.839
3	5	4.115
1	0.588	0.219
3	5	4.115
2	1.467	0.849
1	0.544	0.269
2	1.415	0.865
3	5	4.117
1	0.509	0.327
2	1.365	0.884
3	5	4.117
1	0.474	0.387
2	1.32	0.908
3	5	4.118
1	0.443	0.455
3	5	4.118
2	1.277	0.937
1	0.411	0.525
2	1.239	0.969
3	5	4.118
1	0.384	0.598
2	1.206	1
3	5	4.117
1	0.356	0.675
3	5	4.116
2	1.173	1.033
1	0.331	0.756
2	1.142	1.07
3	5	4.117
1	0.31	0.84
2	1.116	1.108
3	5	4.116
1	0.291	0.923
2	1.093	1.147
3	5	4.115
1	0.276	1.007
2	1.077	1.191
3	5	4.113
1	0.272	1.093
3	5	4.114
2	1.061	1.236
1	0.273	1.181
2	1.049	1.286
3	5	4.112
1	0.282	1.27
2	1.042	1.338
3	5	4.111
1	0.285	1.359
2	1.037	1.392
3	5	4.111
1	0.291	1.449
2	1.032	1.446
3	5	4.111
1	0.305	1.534
2	1.03	1.504
3	5	4.11
1	0.32	1.62
3	5	4.11
2	1.034	1.563
1	0.338	1.705
3	5	4.111
2	1.042	1.624
1	0.359	1.792
2	1.055	1.688
3	5	4.112
1	0.383	1.879
2	1.069	1.753
3	5	4.112
1	0.405	1.967
3	5	4.113
2	1.088	1.825
1	0.429	2.057
2	1.108	1.899
3	5	4.115
1	0.453	2.144
2	1.13	1.973
3	5	4.117
1	0.48	2.227
2	1.153	2.047
3	5	4.116
1	0.504	2.311
2	1.179	2.122
3	5	4.116
1	0.529	2.397
2	1.209	2.204
3	5	4.116
1	0.553	2.481
2	1.237	2.285
3	5	4.117
1	0.582	2.566
2	1.267	2.367
3	5	4.117
1	0.609	2.646
2	1.296	2.451
3	5	4.116
1	0.636	2.729
2	1.327	2.535
3	5	4.114
1	0.662	2.81
2	1.358	2.621
3	5	4.114
1	0.689	2.893
2	1.388	2.707
3	5	4.115
1	0.718	2.977
2	1.422	2.792
3	5	4.114
1	0.746	3.06
2	1.456	2.878
3	5	4.114
1	0.774	3.142
2	1.487	2.967
3	5	4.115
1	0.802	3.223
2	1.518	3.055
3	5	4.115
1	0.826	3.303
2	1.549	3.144
3	5	4.115
1	0.847	3.383
2	1.574	3.235
3	5	4.114
1	0.869	3.465
2	1.601	3.326
3	5	4.114
1	0.89	3.547
3	5	4.114
2	1.626	3.421
1	0.908	3.628
2	1.652	3.514
3	5	4.115
1	0.921	3.712
2	1.674	3.61
3	5	4.118
1	0.931	3.795
3	5	4.119
2	1.692	3.704
1	0.945	3.877
2	1.71	3.8
3	5	4.119
1	0.955	3.956
3	5	4.118
2	1.723	3.9
1	0.963	4.036
2	1.731	4
3	5	4.117
1	0.968	4.114
3	5	4.117
2	1.728	4.106
1	0.972	4.191
2	1.722	4.214
3	5	4.115
1	0.972	4.265
2	1.708	4.32
3	5	4.114
1	0.972	4.337
2	1.69	4.428
3	5	4.112
1	0.971	4.406
2	1.662	4.537
3	5	4.11
1	0.97	4.471
2	1.631	4.644
3	5	4.108
1	0.967	4.538
2	1.598	4.746
3	5	4.108
1	0.97	4.605
2	1.564	4.847
3	5	4.109
1	0.974	4.671
3	5	4.109
2	1.528	4.945
1	0.978	4.738
3	5	4.111
2	1.485	5.039
1	0.982	4.804
2	1.438	5.133
3	5	4.111
1	0.983	4.869
2	1.386	5.22
3	5	4.11
1	0.984	4.933
2	1.335	5.303
3	5	4.11
1	0.989	4.992
2	1.283	5.383
3	5	4.11
1	0.995	5.05
3	5	4.11
2	1.231	5.46
1	1	5.103
2	1.179	5.532
3	5	4.109
1	1.01	5.152
2	1.13	5.604
3	5	4.109
1	1.023	5.202
2	1.079	5.673
3	5	4.108
1	1.039	5.247
2	1.025	5.737
3	5	4.109
1	1.061	5.29
2	0.971	5.797
3	5	4.109
1	1.086	5.333
2	0.919	5.853
3	5	4.108
1	1.117	5.369
2	0.867	5.906
3	5	4.108
1	1.15	5.4
3	5	4.108
2	0.814	5.956
1	1.18	5.426
2	0.76	6
3	5	4.108
1	1.216	5.448
2	0.707	6.04
3	5	4.105
1	1.255	5.466
2	0.656	6.077
3	5	4.103
1	1.296	5.481
2	0.605	6.113
3	5	4.101
1	1.345	5.492
3	5	4.1
2	0.558	6.141
1	1.398	5.504
2	0.515	6.166
3	5	4.101
1	1.456	5.512
2	0.477	6.186
3	5	4.101
1	1.519	5.517
2	0.444	6.201
3	5	4.101
1	1.583	5.52
2	0.412	6.21
3	5	4.101
1	1.654	5.521
2	0.386	6.221
3	5	4.101
1	1.73	5.52
2	0.363	6.228
3	5	4.103
1	1.807	5.518
2	0.348	6.228
3	5	4.104
1	1.893	5.515
2	0.338	6.229
3	5	4.105
1	1.983	5.506
2	0.33	6.232
3	5	4.105
1	2.066	5.496
2	0.322	6.234
3	5	4.104
1	2.154	5.484
3	5	4.104
2	0.315	6.236
1	2.243	5.466
3	5	4.104
2	0.311	6.236
1	2.333	5.446
2	0.309	6.232
3	5	4.102
1	2.429	5.426
2	0.311	6.234
3	5	4.104
1	2.532	5.403
2	0.313	6.235
3	5	4.105
1	2.632	5.384
2	0.313	6.234
3	5	4.105
2	0.313	6.232
3	5	4.104
1	2.731	5.361
1	2.83	5.341
2	0.313	6.234
3	5	4.105
1	2.93	5.317
2	0.309	6.232
3	5	4.105
1	3.028	5.293
2	0.307	6.23
3	5	4.104
1	3.118	5.268
2	0.306	6.23
3	5	4.103
1	3.203	5.243
2	0.305	6.229
3	5	4.103
1	3.286	5.216
2	0.303	6.23
3	5	4.103
1	3.366	5.19
2	0.305	6.23
3	5	4.105
1	3.445	5.165
3	5	4.107
2	0.307	6.231
1	3.53	5.144
3	5	4.11
2	0.311	6.232
1	3.608	5.122
2	0.313	6.235
3	5	4.11
1	3.685	5.103
3	5	4.113
2	0.316	6.237
1	3.762	5.084
2	0.318	6.238
3	4.999	4.118
1	3.83	5.07
3	4.994	4.127
2	0.316	6.239
1	3.895	5.057
2	0.316	6.238
3	4.976	4.147
1	3.955	5.049
2	0.314	6.238
3	4.96	4.165
1	4.01	5.044
2	0.313	6.239
3	4.958	4.187
1	4.064	5.042
2	0.314	6.242
3	4.955	4.212
1	4.113	5.042
2	0.317	6.241
3	4.95	4.242
1	4.154	5.045
2	0.319	6.241
3	4.947	4.275
1	4.194	5.053
3	4.942	4.312
2	0.32	6.241
1	4.227	5.064
2	0.319	6.242
3	4.937	4.352
1	4.252	5.078
2	0.32	6.242
3	4.933	4.397
1	4.277	5.096
3	4.932	4.446
2	0.32	6.242
1	4.295	5.121
3	4.932	4.501
2	0.321	6.243
1	4.311	5.147
2	0.322	6.244
3	4.932	4.564
1	4.327	5.179
2	0.323	6.248
3	4.932	4.633
1	4.335	5.211
2	0.324	6.247
3	4.93	4.701
1	4.336	5.247
2	0.323	6.247
3	4.927	4.772
1	4.336	5.285
2	0.325	6.247
3	4.923	4.847
1	4.331	5.327
2	0.324	6.247
3	4.919	4.926
1	4.327	5.374
2	0.325	6.247
3	4.919	4.926
1	4.318	5.429
2	0.327	6.248
3	4.91	5.041
1	4.308	5.484
